accident_index,latitude,longitude,accident_severity,number_of_vehicles,number_of_casualties,date,day_of_week,time,road_type,speed_limit,junction_detail,light_conditions,weather_conditions,road_surface_conditions,urban_or_rural_area,first_road_class,police_force
DEMO104580,53.404382124251384,-2.263535371570048,2,4,5,28/09/2025,7,23:17,3,50.0,8,7,5.0,1.0,1,3,16
DEMO104581,54.680120587080914,-5.828872943259424,3,3,3,02/05/2025,5,17:50,12,50.0,7,1,6.0,3.0,2,1,19
DEMO104582,52.5653695408186,-1.6767840302740222,3,1,3,20/08/2025,3,22:16,3,30.0,8,1,1.0,4.0,2,3,22
DEMO104583,55.73111007792331,-4.522192727421377,3,1,1,13/06/2025,5,22:21,9,30.0,2,1,5.0,2.0,1,1,22
DEMO104584,53.253351981435,-1.3756667233167101,2,1,3,17/07/2025,4,02:51,3,20.0,2,5,9.0,1.0,1,4,18
DEMO104585,53.39270161555307,-1.5939254534651686,3,1,1,11/11/2025,2,11:09,7,40.0,8,1,1.0,1.0,1,5,14
DEMO104586,53.566557608718256,-1.9590047660555503,2,3,4,24/05/2025,6,17:39,7,30.0,6,5,4.0,2.0,1,4,16
DEMO104587,53.933219373004086,-1.6303132492834826,1,1,1,01/09/2025,1,00:33,3,60.0,1,1,9.0,1.0,1,1,4
DEMO104588,53.29366915014613,-1.554502061426718,3,1,3,10/12/2025,3,10:59,3,60.0,3,4,5.0,1.0,1,2,37
DEMO104589,53.79195313430955,-1.756345583406942,3,2,2,06/10/2025,1,16:29,2,50.0,8,6,2.0,1.0,2,4,11
DEMO104590,55.67668545466722,-4.268472519861524,3,1,2,27/12/2025,6,19:31,6,30.0,9,4,6.0,1.0,1,6,3
DEMO104591,51.32224370820385,-0.0003830665680148171,3,3,5,01/08/2025,5,09:51,9,30.0,8,5,4.0,1.0,1,3,11
DEMO104592,51.15944173450461,-0.11392760640026629,3,4,4,13/04/2025,7,20:59,7,30.0,8,5,1.0,1.0,1,6,34
DEMO104593,55.75031911027931,-3.723023894020919,3,4,5,28/12/2025,7,16:43,7,20.0,8,5,1.0,1.0,1,6,22
DEMO104594,53.61129345505574,-1.5791085385664325,2,5,5,24/08/2025,7,01:41,3,30.0,1,1,2.0,1.0,2,5,29
DEMO104595,51.76244741734887,-0.3379578875711059,3,2,5,30/03/2025,7,06:52,6,30.0,7,5,,1.0,1,4,30
DEMO104596,51.583730703351854,-3.210973756424266,3,1,1,26/04/2025,6,22:58,9,70.0,7,1,1.0,1.0,1,3,3
DEMO104597,51.68840822440534,-0.04600170351981897,2,5,6,06/04/2025,7,00:44,2,70.0,9,1,1.0,4.0,1,5,19
DEMO104598,54.74310145449826,-6.236382049362731,2,1,1,01/11/2025,6,02:17,2,70.0,0,1,6.0,1.0,1,4,1
DEMO104599,55.89542064490316,-3.937550404462706,3,4,4,03/02/2025,1,08:38,3,20.0,9,1,4.0,,1,2,20
DEMO104600,54.158810665717546,-5.9916904592038165,2,2,4,28/09/2025,7,23:14,3,40.0,8,1,1.0,2.0,2,1,4
DEMO104601,55.00511122382759,-5.523059340946487,2,4,6,22/07/2025,2,16:30,12,20.0,0,5,1.0,1.0,2,1,24
DEMO104602,53.76349814343533,-1.2289687282609785,3,4,4,27/01/2025,1,03:26,3,40.0,6,4,1.0,1.0,2,1,27
DEMO104603,55.91508658463134,-3.0296555137039833,3,3,3,12/08/2025,2,09:59,2,40.0,0,1,1.0,1.0,1,5,14
DEMO104604,53.743736124291296,-2.247820995989762,3,3,4,02/10/2025,4,22:33,2,30.0,7,1,3.0,1.0,1,2,39
DEMO104605,53.43715597529188,-3.234401438154173,2,3,4,22/09/2025,1,05:57,3,20.0,3,4,,1.0,2,6,36
DEMO104606,53.934064317465676,-2.3940180264640714,3,3,6,12/07/2025,6,13:48,3,30.0,8,1,8.0,1.0,1,5,14
DEMO104607,53.25881520441672,-3.249855352009008,1,3,4,03/05/2025,6,11:50,3,30.0,7,5,1.0,3.0,1,3,21
DEMO104608,51.66815021304839,-3.4476234733692532,3,3,3,01/03/2025,6,18:10,2,30.0,8,1,1.0,1.0,1,4,6
DEMO104609,53.36424513572849,-2.922657363164152,2,3,3,05/01/2025,7,18:46,2,30.0,2,6,6.0,1.0,1,5,21
DEMO104610,52.50427085032349,-1.812173165347735,2,6,7,12/05/2025,1,19:15,9,60.0,9,1,1.0,1.0,1,4,23
DEMO104611,53.642266649363286,-1.9226089177249999,3,2,3,19/08/2025,2,02:34,6,20.0,9,4,1.0,1.0,2,1,25
DEMO104612,55.8399468428719,-3.305455123085099,3,4,5,14/01/2025,2,10:29,9,30.0,8,1,1.0,1.0,2,1,4
DEMO104613,53.18706404655125,-1.3525023919751205,3,4,6,31/12/2025,3,16:15,3,70.0,2,1,4.0,3.0,2,3,17
DEMO104614,53.04802982483995,-0.8083969951614411,3,5,5,02/08/2025,6,10:59,3,60.0,9,7,1.0,2.0,2,2,10
DEMO104615,53.48459403096181,-3.4947476372503026,3,3,5,18/04/2025,5,16:52,12,30.0,8,6,5.0,2.0,1,1,5
DEMO104616,53.50696749440113,-1.088706852127939,3,3,3,18/12/2025,4,15:34,2,60.0,9,1,3.0,1.0,1,6,31
DEMO104617,53.09233563527616,-1.3308077035610788,2,2,4,09/03/2025,7,08:00,3,30.0,0,1,6.0,1.0,1,1,20
DEMO104618,53.21501309912546,-2.084700457902342,3,1,2,16/12/2025,2,02:10,3,50.0,8,6,3.0,1.0,1,6,12
DEMO104619,51.41031681379989,-3.3329879613151836,3,3,3,13/04/2025,7,23:13,1,60.0,1,1,5.0,1.0,1,4,36
DEMO104620,53.36260439428086,-1.3629618101710066,3,4,5,19/05/2025,1,19:58,7,30.0,6,7,4.0,1.0,1,6,26
DEMO104621,54.65424148033524,-6.0935108185213025,3,4,4,05/06/2025,4,21:24,7,30.0,8,1,2.0,1.0,1,4,44
DEMO104622,56.13732032440242,-3.2538531426562063,2,5,5,30/12/2025,2,07:02,3,40.0,3,1,4.0,1.0,1,5,40
DEMO104623,51.77204253322328,0.41834122949726693,2,2,4,02/04/2025,3,07:35,6,50.0,2,1,4.0,1.0,1,6,37
DEMO104624,51.489488205830014,-2.6893913908735927,3,3,3,22/12/2025,1,07:57,3,60.0,6,4,1.0,1.0,2,6,24
DEMO104625,51.30223553299993,-2.8475431821260346,3,2,4,07/05/2025,3,00:33,6,30.0,2,1,4.0,1.0,1,3,12
DEMO104626,51.63871315148607,0.09201977147035853,3,3,4,15/04/2025,2,04:26,9,30.0,7,1,1.0,1.0,2,5,33
DEMO104627,53.513966094973306,-2.57921563547092,3,1,3,21/08/2025,4,07:10,9,50.0,1,7,2.0,1.0,1,4,10
DEMO104628,56.037310258832726,-3.019683459009599,2,1,1,11/09/2025,4,23:52,3,30.0,3,1,1.0,1.0,1,4,39
DEMO104629,51.67158517302403,-2.4477006403200745,3,5,5,06/05/2025,2,04:06,3,30.0,7,5,1.0,1.0,2,6,38
DEMO104630,52.416436980207976,-1.452149639084562,3,4,4,18/02/2025,2,12:56,9,30.0,9,1,1.0,1.0,2,5,44
DEMO104631,54.06290867368199,-1.4495859843687293,3,1,2,25/05/2025,7,13:13,3,30.0,6,4,1.0,2.0,1,2,30
DEMO104632,53.54435078055776,-1.6052648214772218,3,1,3,17/07/2025,4,08:08,9,30.0,3,1,1.0,1.0,2,6,6
DEMO104633,53.61192611581865,-2.2496086779669096,2,5,7,15/01/2025,3,22:20,9,50.0,9,5,1.0,1.0,2,5,32
DEMO104634,52.36905821057404,-1.3772410143870788,3,1,1,29/01/2025,3,02:00,3,30.0,9,6,2.0,1.0,1,6,9
DEMO104635,55.99373032319546,-3.1732089832683825,3,3,5,02/12/2025,2,20:00,9,30.0,8,7,2.0,1.0,1,5,11
DEMO104636,56.01248685263718,-3.239600630003669,2,3,5,14/01/2025,2,17:11,3,50.0,7,7,9.0,1.0,1,2,6
DEMO104637,53.3452637650218,-3.0072544782116966,3,1,2,29/05/2025,4,07:41,1,40.0,2,1,5.0,1.0,1,6,12
DEMO104638,53.2656709047007,-1.3559268897606664,3,1,1,06/10/2025,1,18:48,12,60.0,7,1,1.0,1.0,1,2,25
DEMO104639,54.44438388197945,-6.020472393451996,3,4,6,30/04/2025,3,10:14,9,60.0,8,1,2.0,2.0,1,5,23
DEMO104640,51.53325240810696,-3.4271306198060887,3,3,3,30/06/2025,1,23:38,6,30.0,9,5,2.0,2.0,1,1,18
DEMO104641,51.62157312294214,-0.2889264896178994,3,2,2,01/02/2025,6,00:21,9,60.0,1,1,1.0,1.0,1,4,15
DEMO104642,54.92500887975443,-6.142498889077247,3,3,5,17/10/2025,5,00:25,2,60.0,2,6,2.0,1.0,1,4,29
DEMO104643,51.46134756640876,-0.16463551592725914,3,3,4,20/08/2025,3,13:20,9,30.0,9,7,4.0,4.0,1,6,17
DEMO104644,51.23103341494369,-0.27509884758853537,3,2,3,07/11/2025,5,22:53,12,60.0,9,1,3.0,,2,5,1
DEMO104645,51.53954206175969,-2.6309517139746323,3,6,6,12/11/2025,3,01:30,9,40.0,8,1,1.0,6.0,1,3,44
DEMO104646,55.551112549241026,-4.288160936048832,3,2,3,09/05/2025,5,18:30,3,60.0,1,4,4.0,2.0,1,6,10
DEMO104647,51.79571033204972,-0.06459738703433839,3,1,3,16/01/2025,4,22:51,3,50.0,8,1,1.0,1.0,1,2,17
DEMO104648,53.93723892505427,-1.7802459968286164,3,2,2,07/05/2025,3,11:39,9,70.0,3,1,6.0,1.0,1,6,9
DEMO104649,53.61927477248231,-1.1404091881612723,1,3,4,23/02/2025,7,20:08,3,30.0,3,1,8.0,1.0,1,2,38
DEMO104650,51.16918398139063,-2.2890063119804775,3,3,6,14/07/2025,1,18:11,12,50.0,2,7,1.0,2.0,1,1,35
DEMO104651,54.442165341762106,-5.8006153360744035,1,4,5,23/02/2025,7,05:20,3,20.0,2,5,5.0,1.0,1,3,36
DEMO104652,53.89640106687344,-1.3724204292031037,3,5,5,03/12/2025,3,20:05,2,70.0,7,1,5.0,1.0,1,3,24
DEMO104653,53.34233854312419,-2.5151487304931663,2,1,1,08/08/2025,5,16:41,3,,1,1,2.0,1.0,1,3,23
DEMO104654,52.62000843239304,-2.030522079594619,2,3,5,03/04/2025,4,00:29,6,30.0,6,6,1.0,2.0,2,4,15
DEMO104655,53.64964649763634,-2.356132619112456,2,4,5,03/12/2025,3,13:02,2,60.0,0,1,5.0,2.0,1,6,42
DEMO104656,52.383312131903864,-2.2314389232526373,3,3,3,08/10/2025,3,15:24,3,30.0,3,7,2.0,1.0,1,5,35
DEMO104657,53.11384467372837,-1.2488280601423212,3,2,2,09/06/2025,1,19:49,9,50.0,9,4,,1.0,1,6,18
DEMO104658,53.62583704371935,-2.446311825680462,3,3,3,23/02/2025,7,18:54,2,30.0,8,7,3.0,1.0,2,3,8
DEMO104659,53.51023413569261,-2.9659860715563866,2,2,2,06/05/2025,2,11:57,7,40.0,0,6,2.0,2.0,1,3,19
DEMO104660,56.05144842414913,-2.8208356978984517,2,5,5,02/08/2025,6,07:55,3,60.0,8,7,1.0,2.0,2,6,1
DEMO104661,52.85358497389251,-0.8068047393597971,1,2,4,07/10/2025,2,04:36,7,60.0,1,5,9.0,1.0,2,1,9
DEMO104662,52.85172652409956,-2.1168441432215386,3,2,2,06/04/2025,7,02:55,6,30.0,6,4,1.0,2.0,1,6,16
DEMO104663,51.277772549949766,-2.5791929933997917,3,1,2,29/09/2025,1,15:57,9,50.0,2,1,2.0,1.0,1,4,28
DEMO104664,53.72112170800405,-1.6443406028715546,3,2,3,14/04/2025,1,23:38,3,30.0,9,5,4.0,1.0,1,6,3
DEMO104665,56.12223978031396,-2.964656281202517,3,1,5,01/04/2025,2,01:24,6,70.0,0,4,1.0,3.0,1,4,13
DEMO104666,53.733098655227444,-1.4362308186071968,3,2,2,13/06/2025,5,16:57,2,50.0,9,1,4.0,1.0,1,4,13
DEMO104667,52.432181818719236,,2,1,1,28/02/2025,5,14:24,6,30.0,8,4,3.0,2.0,2,4,20
DEMO104668,55.619183911157464,-4.202295405477791,3,3,3,28/05/2025,3,04:09,2,40.0,2,1,,1.0,1,6,7
DEMO104669,53.32393138882277,-2.793258924364932,3,4,5,11/05/2025,7,05:06,7,30.0,9,1,2.0,1.0,1,2,38
DEMO104670,52.92080783649746,-2.0448402627488043,3,2,5,13/04/2025,7,06:34,3,70.0,3,1,8.0,1.0,1,6,29
DEMO104671,55.79945098209104,-4.603551954741582,3,3,4,11/10/2025,6,16:02,9,30.0,8,1,7.0,1.0,1,4,35
DEMO104672,53.71102201141652,-2.0815422020583147,2,3,4,02/05/2025,5,07:07,3,30.0,8,1,1.0,1.0,1,6,42
DEMO104673,51.39174919969964,-3.1434905708717196,3,4,4,11/09/2025,4,19:14,7,30.0,2,6,1.0,2.0,2,6,5
DEMO104674,55.761467306788845,-3.0554250469552735,3,2,3,20/09/2025,6,08:31,1,50.0,0,4,2.0,1.0,2,2,10
DEMO104675,51.31421668294048,-2.2481877251908866,3,6,6,01/09/2025,1,02:28,9,50.0,9,7,7.0,1.0,1,4,34
DEMO104676,53.08534823648745,-1.0773314700279073,3,2,2,09/04/2025,3,02:30,12,30.0,2,7,5.0,1.0,1,2,25
DEMO104677,52.5619522332706,-0.9590119777771007,3,4,6,30/10/2025,4,09:30,3,30.0,9,1,1.0,1.0,1,4,29
DEMO104678,53.68793429241679,-1.2248937506386517,3,2,2,28/03/2025,5,09:59,1,30.0,2,4,6.0,1.0,1,5,43
DEMO104679,51.59329177078746,-0.16319043697811617,3,4,4,12/04/2025,6,17:13,7,40.0,3,1,1.0,2.0,1,1,33
DEMO104680,53.733510621048595,-1.6930435560613493,3,2,4,16/11/2025,7,11:28,2,70.0,3,6,1.0,1.0,1,1,3
DEMO104681,53.337967725972604,-1.7677740580759798,2,1,2,04/05/2025,7,03:36,6,60.0,3,1,3.0,1.0,1,3,2
DEMO104682,55.77029961979991,-4.1591595766307385,3,3,6,12/09/2025,5,05:16,1,40.0,9,1,1.0,1.0,1,4,2
DEMO104683,51.71451543173699,-0.0588838802748356,3,2,2,16/01/2025,4,13:10,3,30.0,2,1,3.0,1.0,1,4,26
DEMO104684,52.67079853020411,-1.3940682545561984,3,2,3,13/08/2025,3,08:02,9,30.0,7,5,2.0,1.0,1,4,20
DEMO104685,55.85427681583022,-4.192475935088158,3,3,3,14/11/2025,5,16:19,2,60.0,2,1,5.0,3.0,1,2,5
DEMO104686,54.80052508863285,-5.852737830795824,3,4,4,16/09/2025,2,22:15,6,50.0,1,1,8.0,,1,5,6
DEMO104687,53.43611704002125,-1.773823881263851,2,5,5,01/08/2025,5,08:11,3,20.0,2,7,1.0,4.0,1,6,31
DEMO104688,51.39430701564286,0.04949928628758063,3,3,3,06/11/2025,4,13:16,3,,7,1,2.0,1.0,1,2,5
DEMO104689,55.591775672635784,-4.313127267757702,3,3,4,19/04/2025,6,19:41,7,40.0,7,5,4.0,2.0,1,2,4
DEMO104690,51.27541225169721,-0.6582277131552411,2,3,3,18/05/2025,7,05:49,9,40.0,2,5,1.0,2.0,1,1,11
DEMO104691,51.546375811864095,-0.2535096834742686,2,3,3,26/01/2025,7,12:30,9,70.0,9,1,5.0,2.0,2,5,5
DEMO104692,54.71415886696773,-5.6976758250965265,3,4,4,12/09/2025,5,07:03,3,30.0,2,1,3.0,1.0,1,3,43
DEMO104693,51.40782031031377,-3.3945895632322816,3,2,2,22/09/2025,1,15:44,2,60.0,8,1,1.0,,1,5,7
DEMO104694,55.59431664263675,-3.6713873198403246,1,2,2,02/10/2025,4,17:09,3,60.0,0,7,6.0,2.0,1,4,39
DEMO104695,51.32576597519671,-3.064440198271827,3,2,2,01/10/2025,3,03:03,7,30.0,8,5,2.0,1.0,1,4,27
DEMO104696,51.57884783284179,0.4089333153059309,2,1,1,16/02/2025,7,04:34,9,30.0,2,1,1.0,1.0,1,5,41
DEMO104697,52.47978675202952,-2.154934795332708,2,4,4,01/09/2025,1,00:25,9,30.0,7,6,1.0,1.0,1,1,22
DEMO104698,53.588350768602346,-1.8395147861076333,2,1,2,06/10/2025,1,00:18,9,50.0,8,1,5.0,1.0,1,6,17
DEMO104699,51.41957405368445,-0.1852154661528197,2,1,1,16/03/2025,7,01:58,1,20.0,8,1,8.0,3.0,1,4,27
DEMO104700,51.62197076727758,-3.4834926733755913,3,4,6,23/06/2025,1,16:05,12,60.0,2,1,1.0,1.0,1,6,5
DEMO104701,51.54355799472466,-0.23730660854573324,3,2,2,30/11/2025,7,21:03,12,60.0,8,6,1.0,1.0,1,5,17
DEMO104702,52.766629440199296,-0.7769932095590681,3,7,7,01/06/2025,7,09:35,1,60.0,3,1,1.0,1.0,2,6,17
DEMO104703,51.527565300171474,-3.2529964458912892,3,3,3,02/10/2025,4,21:25,3,50.0,0,5,3.0,1.0,1,6,29
DEMO104704,55.763053152491764,-4.633774366353402,3,1,2,13/07/2025,7,17:48,9,30.0,8,1,1.0,2.0,1,1,1
DEMO104705,53.36452728188093,-2.170238619667419,1,3,4,29/08/2025,5,19:02,6,50.0,9,6,2.0,4.0,1,4,18
DEMO104706,53.43216568652463,-2.6741500500620763,3,7,8,17/08/2025,7,17:25,1,40.0,0,6,1.0,1.0,1,2,42
DEMO104707,52.75714002405038,-1.6070770327323536,3,2,4,26/08/2025,2,04:08,3,20.0,8,1,2.0,1.0,1,2,22
DEMO104708,55.87403963234753,-3.5124463266689885,3,1,2,12/10/2025,7,12:02,7,30.0,8,1,3.0,1.0,1,5,43
DEMO104709,53.59686083337473,-2.978191233864111,3,2,3,27/11/2025,4,12:27,9,30.0,7,5,2.0,1.0,1,6,40
DEMO104710,54.24532917617739,-1.8364605921782362,3,4,4,18/04/2025,5,15:44,9,40.0,6,1,1.0,1.0,2,4,24
DEMO104711,55.64490201297324,-3.2284904225516162,3,7,8,05/12/2025,5,19:09,12,30.0,2,1,2.0,5.0,1,4,14
DEMO104712,51.3235651646113,-2.8333568802931897,3,4,5,18/08/2025,1,02:50,6,40.0,1,4,2.0,1.0,1,1,44
DEMO104713,53.611849200245025,-3.082207392582497,3,2,4,06/08/2025,3,16:31,9,70.0,3,1,2.0,1.0,1,6,30
DEMO104714,51.28140244015972,-0.017938938320810685,3,2,3,30/04/2025,3,19:28,2,30.0,7,6,1.0,1.0,2,4,26
DEMO104715,52.93179361967192,-1.0310600820245632,3,3,3,02/06/2025,1,02:55,6,30.0,2,1,1.0,1.0,1,4,8
DEMO104716,51.80507914903886,-3.3694887860680582,3,1,2,26/08/2025,2,09:19,12,30.0,6,1,2.0,1.0,1,4,17
DEMO104717,54.46627416925638,-6.183317531445766,3,2,2,13/05/2025,2,21:12,9,30.0,7,5,1.0,1.0,1,6,34
DEMO104718,51.40926063490422,-2.3491287425492144,2,2,2,15/04/2025,2,00:47,7,70.0,1,5,3.0,1.0,2,4,17
DEMO104719,52.254424607928904,-1.8786262295103933,3,3,5,26/10/2025,7,03:06,2,30.0,8,1,1.0,1.0,1,2,7
DEMO104720,53.07833170607177,-1.1079506497898841,3,7,7,01/06/2025,7,19:52,3,30.0,7,1,1.0,1.0,1,6,2
DEMO104721,55.6312989497641,-3.1968273685484108,3,2,4,24/08/2025,7,04:49,7,30.0,7,1,3.0,2.0,1,4,37
DEMO104722,54.47286679831655,-5.960830307488941,2,4,5,12/01/2025,7,16:58,3,20.0,6,1,1.0,1.0,1,3,15
DEMO104723,51.273831073238256,-0.08128608511283217,3,2,3,29/01/2025,3,21:27,3,50.0,2,7,1.0,1.0,2,2,2
DEMO104724,53.742969724429855,-1.817255158982262,2,3,4,06/11/2025,4,11:37,9,30.0,7,1,5.0,4.0,1,1,2
DEMO104725,53.74240753676198,-2.8981235643168386,3,5,7,21/02/2025,5,11:52,1,60.0,8,4,2.0,1.0,1,1,13
DEMO104726,52.55568883964821,-2.1308153802656378,3,4,5,18/10/2025,6,10:07,3,40.0,8,1,7.0,1.0,1,3,33
DEMO104727,51.52456292189527,,3,2,3,25/11/2025,2,08:18,3,50.0,8,1,1.0,4.0,1,6,30
DEMO104728,52.53941224694403,-1.7434055854198423,2,3,5,25/06/2025,3,09:28,1,30.0,1,6,6.0,1.0,1,4,13
DEMO104729,53.3769557593925,-1.4023672686070912,3,3,4,19/11/2025,3,13:37,3,30.0,8,4,5.0,2.0,2,6,5
DEMO104730,54.8284022460043,-6.185806986635129,3,2,3,05/06/2025,4,21:40,3,30.0,2,1,1.0,1.0,1,2,28
DEMO104731,56.003478340772666,-3.9868091032128326,3,2,3,14/12/2025,7,23:55,6,30.0,2,1,2.0,2.0,1,1,41
DEMO104732,55.719087283548625,-3.302083012659516,3,4,7,28/03/2025,5,20:29,3,40.0,1,1,3.0,1.0,1,2,28
DEMO104733,53.976269448855625,-1.4039203890540386,3,2,3,06/06/2025,5,02:10,6,50.0,8,1,2.0,1.0,2,5,23
DEMO104734,55.99564807211924,-3.3487136454653417,2,2,3,22/05/2025,4,07:11,9,60.0,7,6,1.0,5.0,2,5,25
DEMO104735,53.49028369586764,-3.451142608508506,3,3,4,14/10/2025,2,18:48,6,40.0,8,1,8.0,1.0,2,4,19
DEMO104736,51.14576046969062,0.24213070300992998,3,2,2,16/01/2025,4,13:27,7,30.0,7,1,4.0,1.0,1,3,12
DEMO104737,51.4546361201136,-2.448902671208427,3,2,3,30/10/2025,4,08:37,7,30.0,9,1,8.0,1.0,1,2,25
DEMO104738,51.429490661943426,-2.6819308934643358,3,5,6,09/01/2025,4,07:33,6,60.0,7,6,6.0,1.0,1,2,43
DEMO104739,52.83006214254637,-0.6862015202923046,2,4,5,26/04/2025,6,02:48,3,30.0,7,1,5.0,1.0,1,5,39
DEMO104740,53.99396479188001,-1.5535546742138873,3,1,2,06/08/2025,3,07:13,9,,0,4,4.0,1.0,1,5,18
DEMO104741,53.11396945607236,-2.7013455235196573,3,2,2,23/02/2025,7,10:10,3,70.0,8,1,3.0,1.0,1,4,12
DEMO104742,53.953261603219055,-3.3836316605966736,2,3,3,28/06/2025,6,09:44,7,20.0,7,1,6.0,4.0,1,5,23
DEMO104743,53.599612355799636,-1.6278492896920387,1,1,2,30/12/2025,2,13:26,7,,2,1,3.0,2.0,1,1,20
DEMO104744,55.94882626434114,-4.32185081082602,3,6,7,28/10/2025,2,06:48,9,30.0,1,5,1.0,4.0,1,5,4
DEMO104745,53.839383118761575,-1.7859586578131021,3,2,2,12/01/2025,7,04:07,6,50.0,2,1,3.0,1.0,1,3,8
DEMO104746,56.163592285228056,-3.4006187300132176,2,2,2,04/08/2025,1,21:16,6,30.0,0,7,1.0,1.0,1,2,39
DEMO104747,54.10161660036412,-1.5134528885827443,2,5,6,07/08/2025,4,09:57,6,60.0,7,1,8.0,1.0,1,3,41
DEMO104748,51.403271642465775,-3.220956260974604,1,2,4,25/01/2025,6,06:50,9,20.0,7,6,3.0,1.0,1,2,38
DEMO104749,51.486149383282665,-2.634975385910691,3,1,3,26/08/2025,2,15:03,3,30.0,9,1,2.0,1.0,1,5,44
DEMO104750,51.43051176952722,-0.25036909094923,3,3,3,10/07/2025,4,13:49,12,60.0,6,1,1.0,2.0,1,1,18
DEMO104751,52.312162685882015,-1.6454982304732055,3,3,3,06/09/2025,6,13:03,9,40.0,8,5,2.0,,1,2,16
DEMO104752,55.95944079217905,-3.487084162663441,3,4,4,19/04/2025,6,05:07,2,30.0,8,1,1.0,1.0,1,6,22
DEMO104753,51.476713392813345,-3.1661844140106474,2,5,5,04/04/2025,5,17:53,3,30.0,8,1,4.0,1.0,1,5,30
DEMO104754,53.482805725456444,-2.3508159007906446,3,3,3,26/09/2025,5,04:07,9,40.0,2,6,3.0,1.0,1,4,3
DEMO104755,53.31300547130709,-1.5974379077679215,2,5,5,21/09/2025,7,20:18,3,70.0,3,5,2.0,1.0,2,1,32
DEMO104756,53.01605184899107,-1.6809563883550376,3,4,5,01/03/2025,6,10:08,3,50.0,1,6,1.0,1.0,1,5,34
DEMO104757,52.62692457345782,-1.9000948578426589,3,4,6,20/03/2025,4,09:35,3,,8,1,2.0,3.0,1,6,16
DEMO104758,53.19132917016959,-3.138938897716457,3,3,3,03/08/2025,7,09:03,1,30.0,2,4,2.0,1.0,1,5,8
DEMO104759,55.97524069953038,-4.185366004273289,3,1,1,30/10/2025,4,10:17,6,40.0,7,4,6.0,1.0,1,2,40
DEMO104760,54.87836991496961,-5.1925474505671,2,3,7,15/03/2025,6,15:19,9,70.0,9,4,7.0,2.0,2,1,40
DEMO104761,51.25197118405703,-3.137694010370377,3,2,2,21/03/2025,5,11:38,7,30.0,8,4,4.0,3.0,2,5,22
DEMO104762,52.51405143642074,-1.778769636330023,2,2,4,22/10/2025,3,03:29,1,30.0,2,5,1.0,2.0,1,6,14
DEMO104763,53.56260096706961,-2.4306325472345396,3,3,4,12/09/2025,5,13:11,6,20.0,6,6,1.0,1.0,1,3,38
DEMO104764,53.54940136445013,-2.9498530475416596,3,4,6,26/11/2025,3,06:27,3,40.0,7,1,7.0,1.0,1,1,2
DEMO104765,52.647572128772744,-1.9174099034813001,2,3,3,13/10/2025,1,02:27,7,60.0,9,1,9.0,1.0,2,3,24
DEMO104766,53.1715890512197,-1.3564328049800882,3,4,5,14/12/2025,7,20:21,3,50.0,8,1,1.0,2.0,1,6,44
DEMO104767,51.53187001957112,-0.3463218187075429,3,2,3,10/03/2025,1,07:32,12,60.0,2,1,4.0,5.0,1,6,32
DEMO104768,52.30668362938162,-1.7765755301178217,2,2,2,10/04/2025,4,14:19,9,60.0,9,5,2.0,1.0,2,1,2
DEMO104769,51.44296564119906,-0.2893253940161779,2,1,1,28/03/2025,5,04:20,7,70.0,1,1,1.0,1.0,1,4,16
DEMO104770,54.06060349438717,-1.7753409973012744,3,1,1,21/01/2025,2,08:47,6,30.0,2,1,9.0,1.0,2,2,14
DEMO104771,55.79495893189924,-2.8718778378637544,2,4,4,12/10/2025,7,09:15,7,20.0,0,7,8.0,1.0,1,5,27
DEMO104772,53.57419728721523,-1.875575351468217,3,2,2,30/08/2025,6,03:19,3,40.0,2,7,9.0,1.0,2,1,39
DEMO104773,54.749426815247325,-6.153142016334845,2,1,3,01/02/2025,6,23:08,9,60.0,3,4,1.0,1.0,2,5,42
DEMO104774,53.910978985950045,-1.295359058304334,3,2,2,14/03/2025,5,07:41,9,30.0,2,1,2.0,1.0,1,2,9
DEMO104775,51.674695223360104,-0.521286793963844,3,4,4,11/03/2025,2,13:42,12,30.0,0,1,7.0,1.0,1,5,27
DEMO104776,51.4487867122401,,3,3,3,28/05/2025,3,13:40,7,50.0,0,1,4.0,1.0,2,5,17
DEMO104777,55.84594491823193,-4.5434570438770265,3,1,1,16/06/2025,1,10:10,7,20.0,9,1,2.0,1.0,1,1,14
DEMO104778,52.813069334674566,-2.01081423612951,3,2,4,16/04/2025,3,14:27,3,50.0,8,1,2.0,1.0,1,6,43
DEMO104779,51.86244047481382,-0.12823663452188414,3,2,3,06/12/2025,6,13:17,1,50.0,8,6,1.0,1.0,1,4,31
DEMO104780,51.741955482832054,-3.480834550119957,3,3,6,19/03/2025,3,01:45,7,70.0,8,1,3.0,1.0,1,2,1
DEMO104781,53.47995750922527,-1.5750644971605814,3,4,7,25/07/2025,5,16:20,12,50.0,8,1,6.0,1.0,1,6,34
DEMO104782,51.35081831328932,-2.815438492529921,2,2,2,09/06/2025,1,02:24,9,30.0,0,5,1.0,5.0,1,5,28
DEMO104783,55.97788743306771,-3.1326149172293563,3,1,1,22/05/2025,4,10:27,9,40.0,9,1,1.0,1.0,1,4,39
DEMO104784,51.45832835183639,-3.151203085435935,3,2,2,29/10/2025,3,08:45,3,30.0,3,1,2.0,1.0,1,4,41
DEMO104785,51.65263643716303,-2.254967705361008,3,4,4,24/12/2025,3,10:42,9,30.0,3,1,2.0,1.0,1,2,27
